Unnamed: 0,budget,popularity,runtime,vote_average,cast,Story,year
2756,13000000,6.764436999999999,104.0,6.2,Billy Bob,"The Astronaut Farmer Texan Charles Farmer left the Air Force as a young man to save the family ranch when his dad died. Like most American ranchers, he owes his bank. Unlike most, he's an astrophysicist with a rocket in his barn - one he's built and wants to take into space. It's his dream. The FBI puts him under surveillance when he tries to buy rocket fuel, and the FAA stalls him when he files a flight plan – but Charles is undeterred. nasa texas dream fbi bankrupt Adventure Comedy Drama Science Fiction Michael Polish",2006
2757,13000000,1.750054,84.0,5.5,Jada Pinkett,"Woo Gorgeous and extraverted Woo meets insecure and straight-laced law clerk Tim at a blind date. blind date love manhattan, new york city woman director Comedy Romance Daisy von Scherler Mayer",1998
2758,6000000,66.11334000000001,117.0,8.1,Brie Larson,Room Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room? based on novel carpet isolation kidnapping imprisonment Drama Thriller Lenny Abrahamson,2015
2759,0,9.066881,82.0,6.5,Norm Macdonald,"Dirty Work Unemployed and recently dumped, Mitch and his buddy Sam start a revenge-for-hire business to raise the $50,000 that Sam's father needs to get a heart transplant. The dirty duo brings down a movie theater manager and hires hookers to pose as dead bodies during a live TV ad. When a wealthy developer hires the guys to trash a building (so that he can have it condemned), problems arise and a feud ensues. Comedy Bob Saget",1998
2760,13000000,6.170139,95.0,6.4,Kathleen Turner,"Serial Mom A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase. housewife protection motherly love evil mother murder Comedy Crime Horror Thriller John Waters",1994
2761,13000000,4.742537,94.0,5.7,Kirsten Dunst,"Dick Comedy about two high school girls who wander off during a class trip to the White House and meet President Richard Nixon. They become the official dog walkers for Nixon's dog Checkers, and become his secret advisors during the Watergate scandal. richard nixon watergate the white house Comedy Andrew Fleming",1999
2762,0,1.212956,99.0,6.6,Usher Raymond,"Light It Up On a winter day in a southside Queens high school, events collide and six students are suddenly in an armed standoff with the NYPD. At the school, classrooms freeze, teachers come and go, resources are scant. Drama Thriller Craig Bolotin",1999
2763,13000000,11.880899,106.0,5.5,Ryan Phillippe,"54 Shane, a Jersey boy with big dreams, crosses the river in hopes of finding a more exciting life at Studio 54. When Steve Rubell, the mastermind behind the infamous disco, plucks Shane from the sea of faces clamoring to get inside his club, Shane not only gets his foot in the door, but lands a coveted job behind the bar – and a front-row seat at the most legendary party on the planet. new york sex nightclub money drug Music Drama Mark Christopher",1998
2764,0,10.131123,84.0,5.1,Jake Gyllenhaal,"Bubble Boy Jimmy is young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom... who pines for the sweet caresses of girl-next-door Chloe. But when Chloe decides to marry her high school boyfriend, Jimmy -- bubble suit and all -- treks cross-country to stop her. Swoosie Kurtz, as Jimmy's overprotective mom, co-stars along with Fabio, who portrays the leader of a religious cult. lovesickness niagara falls crush youth illness Adventure Comedy Drama Romance Blair Hayes",2001
2765,13000000,5.831302,93.0,6.1,Nicole Kidman,"Birthday Girl A shy bank clerk orders a Russian mail order bride, and finds his life turned upside down. female nudity robbery mail order bride bank clerk Comedy Crime Thriller Jez Butterworth",2001
2766,13000000,35.522027,93.0,5.7,Miles Teller,"21 & Over Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan. alcohol birthday debauchery Comedy Jon Lucas",2013
2767,13000000,10.573191,120.0,6.8,Steve Buscemi,"Paris, je t'aime Olivier Assayas, Gus Van Sant, Wes Craven and Alfonso Cuaron are among the 20 distinguished directors who contribute to this collection of 18 stories, each exploring a different aspect of Parisian life. The colourful characters in this drama include a pair of mimes, a husband trying to chose between his wife and his lover, and a married man who turns to a prostitute for advice. paris city portrait jazz subway new love Drama Romance Isabel Coixet",2006
2768,0,4.898437,112.0,5.9,Samuel L.,"Resurrecting the Champ Up-and-coming sports reporter rescues a homeless man (""Champ"") only to discover that he is, in fact, a boxing legend believed to have passed away. What begins as an opportunity to resurrect Champ's story and escape the shadow of his father's success becomes a personal journey as the ambitious reporter reexamines his own life and his relationship with his family. sport Drama Rod Lurie",2007
2769,13000000,17.632445999999995,107.0,5.4,Tina Fey,"Admission Strait-laced Princeton University admissions officer Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago. Soon, Portia finds herself bending the rules for Jeremiah, putting at risk the life she thought she always wanted – but in the process finding her way to a surprising and exhilarating life and romance she never dreamed of having. princeton university admissions Comedy Drama Romance Paul Weitz",2013
2770,0,1.7800650000000002,112.0,6.7,Daniel Auteuil,"The Widow of Saint-Pierre In 1850, on the isolated French island of Saint-Pierre, a murder shocks the natives. Two fishermen are arrested. One of them, Louis Ollivier, dies in custody. The other, Neel Auguste, is sentenced to death by the guillotine. The island is so small that it has neither a guillotine nor an executioner. While those are sent for Auguste is placed under the supervision of army Captain. france island fisherman love revenge Romance Drama Patrice Leconte",2000
2771,15000000,26.373864,96.0,5.9,Julianne Moore,"Chloe A doctor hires an escort to seduce her husband, whom she suspects of cheating, though unforeseen events put the family in danger. toronto lesbian remake of french film suspicious wife female doctor Drama Thriller Mystery Atom Egoyan",2009
2772,13000000,1.6473349999999998,91.0,4.8,Cher Chazz,"Faithful A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in. kitchen female protagonist bathtub wedding anniversary flashback Comedy Crime Drama Paul Mazursky",1996
2773,13000000,12.321302,125.0,6.5,Vin Diesel,"Find Me Guilty Based on the true story of Jack DiNorscio, a mobster who defended himself in court for what would be the longest mafia trial in U.S. history. court case staatsanw\u00e4ltin family clan gangster Drama Action Comedy Crime Sidney Lumet",2006
2774,13000000,43.444135,102.0,7.7,Logan Lerman,"The Perks of Being a Wallflower A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life. shyness secret narration kiss freshman Drama Romance Stephen Chbosky",2012
2775,3000000,1.279106,87.0,4.5,Thomas Ian,"Excessive Force Chicago policeman Terry McCain is determined to put away mobster Sal DiMarco, who always gets acquitted on technicalities. While monitoring a drug sale, a shootout ensues, and one of Terry's fellow officers gets away with $3 million of Sal's money. Suspecting Terry took the cash, the mobster sends his men to kill Terry's brother, Dylan, and partner, Frankie Hawkins. Furious, Terry sets out to take his revenge by any means necessary. police shoulder holster police shootout shootout at a train station Action Jon Hess",1993
2776,13000000,3.680896,110.0,6.4,Sigourney Weaver,"Infamous While researching his book In Cold Blood, writer Truman Capote develops a close relationship with convicted murderers Dick Hickock and Perry Smith. killing death penalty kansas author murder hunt Drama Douglas McGrath",2006
2777,0,2.996284,120.0,5.6,Peter Mullan,"The Claim A prospector sells his wife and daughter to another gold miner for the rights to a gold mine. Twenty years later, the prospector is a wealthy man who owns much of the old west town named Kingdom Come. But changes are brewing and his past is coming back to haunt him. A surveyor and his crew scouts the town as a location for a new railroad line and a young woman suddenly appears in the town and is evidently the man's daughter. Drama Romance Western Michael Winterbottom",2000
2778,13000000,10.475368,91.0,4.6,Olivia Taylor,"The Vatican Tapes In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape - Case 83-G - stolen from these archives and exposed to the public by an anonymous source. exorcism anti-christ exorcist Thriller Horror Mark Neveldine",2015
2779,14350531,30.952377,88.0,6.3,Nick Frost,Attack the Block A teen gang in a grim South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion. street gang fireworks chase meteor playground Action Comedy Science Fiction Joe Cornish,2011
2780,10000000,4.2674660000000015,127.0,5.8,Zana Marjanovi\u0107,"In the Land of Blood and Honey During the Bosnian War, Danijel, a soldier fighting for the Serbs, re-encounters Ajla, a Bosnian who's now a captive in his camp he oversees. Their once promising connection has become ambiguous as their motives have changed. muslim sister sister relationship sarajevo bosnian war of 1992-1995 violence Drama Romance War Angelina Jolie",2011
2781,13000000,34.532418,94.0,6.6,Halle Berry,"The Call Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice. underground gas station kidnapping murder suspense Crime Thriller Brad Anderson",2013
2782,0,6.116436,110.0,5.8,Lee Jung-jae,"Operation Chromite A squad of soldiers fight in the Korean War's crucial Battle of Incheon. korea fictionalized history operation ""trudy jackson"" general douglas macarthur operation x-ray History Drama War Action John H. Lee",2016
2783,0,1.7149720000000002,90.0,5.3,Steve Irwin,"The Crocodile Hunter: Collision Course Aussie adventurer Steve Irwin aka The Crocodile Hunter has avoided the death-roll and nabbed another feisty croc, hoping to save it from poachers. What Steve doesn't know is that the crocodile has innocently swallowed a top secret US satellite beacon, and the poachers are actually American special agents sent to retrieve it. Crikey! In the Outback and through the bush with his wife Terri's ever-present commentary ringing out over the countryside (""That was a close one, Steve!""), the Crocodile Hunter is out to save the gorgeous croc and relocate him. It won't be easy, but if he can handle bird-eating spiders and venomous snakes without getting bitten, gun-wielding agents shouldn't be too much of a problem. crocodile Family Action Adventure John Stainton",2002
2784,13000000,19.664699,98.0,6.4,Jim Carrey,"I Love You Phillip Morris Steve Russell is a small-town cop. Bored with his bland lifestyle, Russell turns to fraud as a means of shaking things up. Before long, Russell's criminal antics have landed him behind bars, where he encounters the charismatic Phillip Morris. Smitten, Russell devotes his entire life to being with Morris regardless of the consequences. judge small town con man fraud jail Comedy Drama Romance Glenn Ficarra",2009
2785,12000000,6.537986,100.0,7.1,Everett McGill,"Quest for Fire A colossal adventure odyssey that turns back the hands of time to the very beginning of man's existence. 80,000 years ago, when man roamed the earth, he was exposed to the many harsh elements of nature. Against the perilous atmosphere of rugged terrain, rival tribes and savage beasts, Quest for Fire examines a peaceful tribe's search for that all important element fire, and the knowledge to create it. Focusing on human dream as well as realistic insights into pre-historic man, the constant struggle for survival is vividly recreated in this sensational production. stone age cavemen prehistoric adventure prehistoric times prehistoric man Adventure Drama Jean-Jacques Annaud",1981
2786,12500000,13.349012,120.0,6.7,Derek Luke,"Antwone Fisher A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew. u.s. navy biography Drama Romance Denzel Washington",2002
2787,0,6.796079,108.0,6.9,Kevin Kline,"The Emperor's Club William Hundert is a passionate and principled Classics professor who finds his tightly-controlled world shaken and inexorably altered when a new student, Sedgewick Bell, walks into his classroom. What begins as a fierce battle of wills gives way to a close student-teacher relationship, but results in a life lesson for Hundert that will still haunt him a quarter of a century later. Drama Romance Michael Hoffman",2002
2788,12500000,35.268557,120.0,7.5,Christian Slater,"True Romance Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it. father son relationship film producer mexican standoff loss of father cocaine Action Thriller Crime Romance Tony Scott",1993
2789,3100000,7.453347,111.0,5.9,Eva Green,"Womb A woman's consuming love forces her to bear the clone of her dead beloved. From his infancy to manhood, she faces the unavoidable complexities of her controversial decision. Romance Science Fiction Benedek Fliegauf",2010
2790,12500000,13.939054,100.0,7.5,Al Pacino,"Glengarry Glen Ross Glengarry Glen Ross, follows the lives of four unethical Chicago real estate agents who are prepared to go to any lengths (legal or illegal) to unload undesirable real estate on unwilling prospective buyers. robbery office shop estate agent company Crime Drama Mystery James Foley",1992
2791,13000000,11.892615,109.0,6.0,Casey Affleck,"The Killer Inside Me Deputy Sheriff Lou Ford is a pillar of the community in his small west Texas town, patient and apparently thoughtful. Some people think he is a little slow and maybe boring, but that is the worst they say about him. But then nobody knows about what Lou calls his ""sickness"": he is a brilliant, but disturbed sociopathic sadist. sheriff crime fighter Crime Drama Thriller Michael Winterbottom",2010
2792,0,5.69872,118.0,6.0,Nastassja Kinski,"Cat People After years of separation, Irina (Nastassja Kinski) and her minister brother, Paul (Malcolm McDowell), reunite in New Orleans in this erotic tale of the supernatural. When zoologists capture a wild panther, Irina is drawn to the cat -- and the zoo curator (John Heard) is drawn to her. Soon, Irina's brother will have to reveal the family secret: that when sexually aroused, they turn into predatory jungle cats. shotgun attack lingerie held captive incest Drama Fantasy Horror Thriller Paul Schrader",1982
2793,12500000,8.780512,101.0,5.4,Rumer Willis,"Sorority Row When five sorority girls inadvertently cause the murder of one of their sisters in a prank gone wrong, they agree to keep the matter to themselves and never speak of it again, so they can get on with their lives. This proves easier said than done, when after graduation a mysterious killer goes after the five of them and anyone who knows their secret. female nudity graduation serial killer blood slasher Horror Mystery Thriller Stewart Hendler",2009
2794,0,4.021389,101.0,8.4,Ronald Colman,"The Prisoner of Zenda An Englishman on a Ruritarian holiday must impersonate the king when the rightful monarch, a distant cousin, is drugged and kidnapped. kidnapping coronation villain kingdom heir to the throne Adventure Drama Romance John Cromwell",1937
2795,12000000,15.817096,106.0,7.1,Ryan Gosling,"Lars and the Real Girl Sometimes you find love where you'd least expect it. Just ask Lars, a sweet but quirky guy who thinks he's found the girl of his dreams in a life-sized doll named Bianca. Lars is completely content with his artificial girlfriend, but when he develops feelings for Margo, an attractive co-worker, Lars finds himself lost in a unique love triangle, hoping to somehow discover the real meaning of true love. garage lone wolf dying and death loss delusion Comedy Romance Drama Craig Gillespie",2007
2796,12500000,34.821223,94.0,7.7,Asa Butterfield,"The Boy in the Striped Pyjamas When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls. nationalism concentration camp world war ii gas chamber nazis War Drama Mark Herman",2008
2797,12800000,22.022228,140.0,7.6,Bj\u00f6rk Catherine,"Dancer in the Dark Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings. individual dancing usa robbery factory worker Drama Crime Music Lars von Trier",2000
2798,0,0.1393839999999999,132.0,6.2,Ralph Fiennes,"Oscar and Lucinda After a childhood of abuse by his evangelistic father, misfit Oscar Hopkins becomes an Anglican minister and develops a divine obsession with gambling. Lucinda Leplastrier is a rich Australian heiress shopping in London for materials for her newly acquired glass factory back home. Deciding to travel to Australia as a missionary, Oscar meets Lucinda aboard ship, and a mutual obsession blossoms. They make a wager that will alter each of their destinies. minister australia inheritance wager woman director Drama Romance Gillian Armstrong",1997
2799,12500000,2.950618,99.0,7.3,Christopher Walken,"The Funeral The story concerns the funeral of one of three brothers in a family of gangsters that lived in New York in 1930s. Details of the past of the brothers and their families are shown through a series of flashbacks, climaxing in a shocking ending. suicide bedroom strike great depression trade union Crime Drama Abel Ferrara",1996
2800,15000000,7.497306,90.0,5.8,Michael Douglas,Solitary Man A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions. infidelity bankrupt loneliness comedy family drama Comedy Drama Romance Brian Koppelman,2009
2801,20000000,26.396191,105.0,6.3,Danny Trejo,"Machete After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss. illegal immigration immigration law machete politician death of a child Action Comedy Thriller Robert Rodriguez",2010
2802,12500000,6.546037,108.0,6.0,Kevin Spacey,"Casino Jack Based on a true story, a hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder. biography duringcreditsstinger Crime Comedy Drama George Hickenlooper",2010
2803,12300000,28.670193,69.0,7.0,Gabriel Damon,"The Land Before Time An orphaned brontosaurus named Littlefoot sets off in search of the legendary Great Valley. A land of lush vegetation where the dinosaurs can thrive and live in peace. Along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive. vulkan loss of mother tyrannosaurus rex earthquake primitive time Animation Adventure Family Don Bluth",1988
2804,0,9.572705,140.0,7.4,Jang Dong-gun,"Tae Guk Gi: The Brotherhood of War In 1950, in South Korea, shoe-shiner Jin-tae Lee and his 18-year-old old student brother, Jin-seok Lee, form a poor but happy family with their mother, Jin-tae's fiancé Young-shin Kim, and her young sisters. Jin-tae and his mother are tough workers, who sacrifice themselves to send Jin-seok to the university. When North Korea invades the South, the family escapes to a relative's house in the country, but along their journey, Jin-seok is forced to join the army to fight in the front, and Jin-tae enlists too to protect his young brother. The commander promises Jin-tae that if he gets a medal he would release his brother, and Jin-tae becomes the braver soldier in the company. Along the bloody war between brothers, the relationship of Jin-seok with his older brother deteriorates leading to a dramatic and tragic end. archaeologist korean war north korea south korea air raid Action Adventure Drama History War Kang Je-gyu",2004
2805,12500000,0.903529,118.0,6.3,Clifton Collins,"The Perfect Game Based on a true story, a group of boys from Monterrey, Mexico who become the first non-U.S. team to win the Little League World Series. baseball sport based on true story family relationships Drama Family William Dear",2010
2806,8000000,47.584643,122.0,7.5,Linda Blair,"The Exorcist 12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith. exorcism holy water religion and supernatural vomit christian Drama Horror Thriller William Friedkin",1973
2807,7000000,50.152327,124.0,7.5,Roy Scheider,"Jaws An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast. fishing atlantic ocean bathing shipwreck police chief Horror Thriller Adventure Steven Spielberg",1975
2808,11000000,60.76716800000001,95.0,6.4,Jason Biggs,"American Pie At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom. graduation innocence coming of age teenager high school student Comedy Romance Chris Weitz",1999
2809,12516654,11.103202,78.0,7.6,Anne-Marie Loop,"Ernest & Celestine Celestine is a little mouse trying to avoid a dental career; Ernest is a big bear craving an artistic outlet. When Celestine meets Ernest, they overcome their natural enmity by forging a life of crime together. mouse musician friendship prejudice bear Animation Comedy Drama Family St\u00e9phane Aubier",2012
2810,25000000,15.26213,94.0,5.6,Eddie Murphy,"The Golden Child A detective specializing in missing children is on a madcap mission to save a youth with mystical powers who's been abducted by an evil cult. He battles a band of super-nasties, scrambles through a booby-trapped chamber of horrors and traverses Tibet to obtain a sacred dagger. monk social worker wretch tibet demon Action Adventure Comedy Michael Ritchie",1986
2811,12000000,6.035152,122.0,6.9,Michael Ealy,"Think Like a Man The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage. advice love relationship ensemble cast duringcreditsstinger Comedy Romance Tim Story",2012
2812,12000000,10.297189,102.0,6.2,Ice Cube,"Barbershop A day in the life of a barbershop on the south side of Chicago. Calvin, who inherited the struggling business from his deceased father, views the shop as nothing but a burden and waste of his time. After selling the shop to a local loan shark, Calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out. hairdresser shop neighbor debt meeting Comedy Drama Tim Story",2002
2813,12000000,22.434102,113.0,7.3,William Shatner,Star Trek II: The Wrath of Khan Admiral James T. Kirk is feeling old; the prospect of accompanying his old ship the Enterprise on a two week cadet cruise is not making him feel any younger. But the training cruise becomes a a life or death struggle when Khan escapes from years of exile and captures the power of creation itself. uss enterprise genesis asteroid self sacrifice midlife crisis Action Adventure Science Fiction Thriller Nicholas Meyer,1982
2814,15000000,41.249004,86.0,6.4,Jim Carrey,"Ace Ventura: Pet Detective He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast! dolphin mascot private detective pets Comedy Mystery Tom Shadyac",1994
2815,12000000,23.161754,114.0,7.0,Matthew Broderick,"WarGames High School student David Lightman (Matthew Broderick) has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions! Together with his girlfriend (Ally Sheedy) and a wizardly computer genius (John Wood), David must race against time to outwit his opponent...and prevent a nuclear Armageddon. video game artificial intelligence fbi cold war hacker Thriller Science Fiction John Badham",1983
2816,12000000,19.195399,113.0,7.0,Harrison Ford,"Witness A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother. corruption detective police brutality amish suspense Crime Drama Romance Thriller Peter Weir",1985
2817,12000000,21.958055,110.0,6.3,Roselyn S\u00e1nchez,"Act of Valor When a covert mission to rescue a kidnapped CIA operative uncovers a chilling plot, an elite, highly trained U.S. SEAL team speeds to hotspots around the globe, racing against the clock to stop a deadly terrorist attack. submarine navy scuba diving heroism navy seal Action Thriller War Mike McCoy",2012
2818,12000000,45.477802,104.0,6.7,Channing Tatum,"Step Up Everyone deserves a chance to follow their dreams, but some people only get one shot. Tyler Gage is a rebel from the wrong side of Baltimore's tracks and the only thing that stands between him and an unfulfilled life are his dreams of one day making it out of there. Nora is a privileged ballet dancer attending Baltimore's ultra-elite Maryland School of the Arts dancing new love dance baltimore art school Music Drama Romance Crime Anne Fletcher",2006
2819,12000000,12.60629,81.0,6.5,Mike Judge,"Beavis and Butt-Head Do America Mike Judge's slacker duo, Beavis and Butt-Head, wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America where they manage to accidentally become America's most wanted. washington d.c. casino hotel sun television Animation Comedy Mike Judge",1996
2820,12000000,40.631671,154.0,7.3,Pam Grier,"Jackie Brown Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan—with help from a bail bondsman—to keep the money for herself. Based on Elmore Leonard's novel “Rum Punch”. airport underworld arms deal weapon police Comedy Crime Romance Quentin Tarantino",1997
2821,12000000,26.219598,107.0,6.2,John Cho,"Harold & Kumar Escape from Guantanamo Bay Having satisfied their urge for White Castle, Harold and Kumar jump on a plane to catch up with Harold's love interest, who's headed for the Netherlands. But the pair must change their plans when Kumar is accused of being a terrorist. Rob Corddry also stars in this wild comedy sequel that follows the hapless stoners' misadventures as they try to avoid being captured by the Department of Homeland Security. terrorist aftercreditsstinger duringcreditsstinger Comedy Adventure Jon Hurwitz",2008
2822,15000000,64.504747,84.0,6.6,Dane DeHaan,"Chronicle Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over. seattle telekinesis friendship loneliness outcast Science Fiction Drama Thriller Josh Trank",2012
2823,12000000,3.389249,132.0,6.2,Barbra Streisand,Yentl A Jewish girl disguises herself as a boy to enter religious training. studies music disguise unhappiness boys' school Music Drama Romance Barbra Streisand,1983
2824,5000000,14.779537,116.0,6.6,Sean Connery,"Time Bandits Young history buff Kevin can scarcely believe it when six dwarfs emerge from his closet one night. Former employees of the Supreme Being, they've purloined a map charting all of the holes in the fabric of time and are using it to steal treasures from different historical eras. Taking Kevin with them, they variously drop in on Napoleon, Robin Hood and King Agamemnon before the Supreme Being catches up with them. treasure map magic time travel titanic Family Fantasy Science Fiction Adventure Comedy Terry Gilliam",1981
2825,12000000,6.7033190000000005,93.0,4.7,Britney Spears,"Crossroads Three friends get together and bury a box making a pact to open it at midnight at their high school graduation. In the little town in Georgia that they live in, things soon change. One is little miss perfect, one is an engaged prom queen, and the other is a pregnant outcast. The night of graduation, they open the box and they strike up a conversation. All of a sudden, one brings up the topic of her going to Los Angeles for a record contract audition. They all decide to go together and they leave. With a little money, they set out on the road with a guy named Ben. When one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him. When they reach LA, Lucy falls in love with Ben and against her father's wishes, she stays and she goes to the audition. dancing women sex karaoke dream Action Adventure Comedy Drama Family Tamra Davis",2002
2826,12000000,49.070321,88.0,6.5,Oliver Cooper,"Project X Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads. vandalism high school swimming pool party teen movie Comedy Crime Nima Nourizadeh",2012
2827,12000000,21.933822,172.0,7.3,George C.,"Patton ""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination. general world war ii normandy biography historical figure Drama History War Franklin J. Schaffner",1970
2828,12000000,20.624896,96.0,6.6,Robin Williams,"One Hour Photo Sy ""the photo guy"" Parrish has lovingly developed photos for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually believes he's part of their family. When ""Uncle"" Sy's picture-perfect fantasy collides with an ugly dose of reality, what happens next ""has the spine-tingling elements of the best psychological thrillers!"" sexual abuse hotel room cheating supermarket penalty Horror Thriller Mark Romanek",2002
2829,12000000,8.083995,89.0,5.5,Jennifer Carpenter,Quarantine A television reporter and her cameraman are trapped inside a building quarantined by the CDC after the outbreak of a mysterious virus which turns humans into bloodthirsty killers. quarantine remake tv reporter found footage virus Horror Science Fiction Thriller John Erick Dowdle,2008
2830,12000000,11.135734,98.0,5.5,Jessica Alba,"The Eye Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people. sister sister relationship blindness and impaired vision eye operation eyesight dying and death Drama Horror Thriller David Moreau",2008
2831,12000000,4.623609,97.0,4.7,Cedric the,"Johnson Family Vacation AAA can't help the roadside emergency that is the JOHNSON FAMILY VACATION. Even the on-board navigation system has a meltdown on Nate Johnson and his family's cross-country trek to their annual family reunion/grudge match. Reluctantly along for the ride are Nate's wife, who's only in it for the kids; their rapper-wannabe son; their teenage daughter who's fashioned herself as the next Lolita; and their youngest, whose imaginary dog Nate just can't seem to keep track of. Can the Johnsons survive each other and all the obstacles the road throws at them to make it to Caruthersville, Missouri? Can they find Missouri? Comedy Family Christopher Erskin",2004
2832,12000000,11.510281,93.0,6.3,Method Man,"How High Multi-platinum rap superstars Redman and Method Man star as Jamal and Silas, two regular guys who smoke something magical, ace their college entrance exams and wind up at Harvard. Ivy League ways are strange but Silas and Jamal take it in a stride -- until their supply of supernatural smoke runs dry. That's when they have to start living by their wits and rely on their natural resources to make the grade. carpet pimp harvard university joint cannabis Comedy Jesse Dylan",2001
2833,0,15.085981,85.0,7.2,Michael Caine,"The Muppet Christmas Carol A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future. holiday future musical past scrooge Comedy Family Fantasy Drama Brian Henson",1992
